pdb_complex_id,asm_id1,asym_id1,asm_id2,asym_id2
PDB-CPX-143265,6nra_1,A,7lum_1,D
PDB-CPX-143265,6nra_1,B,7lum_1,B
PDB-CPX-143265,6nra_1,C,7lum_1,E
PDB-CPX-143265,6nra_1,D,7lum_1,C
PDB-CPX-143265,6nra_1,E,7lum_1,A
PDB-CPX-143265,6nra_1,F,7lum_1,F
PDB-CPX-143265,6nra_1,G,7lum_1,H
PDB-CPX-143265,6nra_1,H,7lum_1,G
PDB-CPX-143265,6nra_1,I,7lum_1,J
PDB-CPX-143265,6nra_1,J,7lum_1,P
PDB-CPX-143265,6nra_1,K,7lum_1,K
PDB-CPX-143265,6nra_1,L,7lum_1,I
PDB-CPX-143265,6nra_1,M,7lum_1,O
PDB-CPX-143265,6nra_1,N,7lum_1,L
PDB-CPX-143265,6nra_1,O,7lum_1,N
PDB-CPX-143265,6nra_1,P,7lum_1,M
